ordinal,source_id,name,slug,category,type,rarity,expansion,color,cost_dex,cost_int,cost_str,cost_holy,cost_neutral,cost_dexint,cost_dexstr,cost_intstr,cost_blood,observed_terms,okf_path
1404,219579,Soulbrand,soulbrand,Enchantment,Utility,Rare,Metamorphosis,Orange,0,0,0,0,0,0,1,0,0,Critical Hit; Soul,cards/1404-soulbrand-219579.okf.md
1405,171344,Soulfire Bomb,soulfire-bomb,Action,Ranged,Legendary,None,Brown,0,0,0,0,3,0,0,0,0,Charge; Lifedrain; Persistent; Ready; Reaping; Speed,cards/1405-soulfire-bomb-171344.okf.md
1406,283118,Soulfood,soulfood,Action,Corruption,Common,Eclypse,Orange,0,0,0,0,0,0,0,0,1,Create; Heavy; Ingredient; Performance,cards/1406-soulfood-283118.okf.md
1407,698070,Soulreave,soulreave,Action,Melee,Common,Metamorphosis,Orange,0,0,0,0,0,0,1,0,0,Charges; Flanking; Gain Souls,cards/1407-soulreave-698070.okf.md
1408,38338,Souls,souls,Enchantment,Utility,Legendary,None,Aqua,0,0,0,0,0,0,0,0,0,HEALTH; Souls; Use Souls,cards/1408-souls-38338.okf.md
1409,649536,Soulsearch,soulsearch,Action,Utility,Common,Metamorphosis,Orange,0,0,0,0,0,0,0,0,2,Charges; Souls; Spend,cards/1409-soulsearch-649536.okf.md
1410,178324,Soultap,soultap,Action,Utility,Rare,Metaprogress,Orange,0,0,0,0,0,0,1,0,0,cardsInGraveyard; Discard Pile; Soul; Take,cards/1410-soultap-178324.okf.md
1411,379361,Spark of Eternity,spark-of-eternity,Action,Utility,Legendary,None,Aqua,0,0,0,0,0,2,0,0,0,Enchantment; Grounded; Imbue; Untempered,cards/1411-spark-of-eternity-379361.okf.md
1412,350265,Sparkclaw,sparkclaw,Equipment,Utility,Common,Synthesis,Brown,0,0,0,0,1,0,0,0,0,Activate; Armor; Chain; Durability; Zap,cards/1412-sparkclaw-350265.okf.md
1413,4166613,Spectral Guardian (Companion),spectral-guardian-companion,Enchantment,Utility,Rare,None,Orange,0,0,0,0,0,0,2,0,0,Afflictions; otherAfflictions; Reduce,cards/1413-spectral-guardian-companion-4166613.okf.md
1414,168727,Spell Echo,spell-echo,Action,Utility,Rare,Core,Blue,0,0,0,0,0,0,0,0,0,Gain Slow; Play,cards/1414-spell-echo-168727.okf.md
1415,831956,Spell Thief,spell-thief,Action,Utility,Legendary,Core,Green,1,0,0,0,0,0,0,0,0,Play,cards/1415-spell-thief-831956.okf.md
1416,208653,Spellbind Bracers,spellbind-bracers,Equipment,Utility,Uncommon,Catalyst,Brown,0,0,0,0,1,0,0,0,0,Activate; Attune; Durability; Element,cards/1416-spellbind-bracers-208653.okf.md
1417,814660,Spellbinders,spellbinders,Basic Attack,Magic,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Persistent; Swap,cards/1417-spellbinders-814660.okf.md
1418,165046,Spellbreaker,spellbreaker,Action,Melee,Uncommon,Metamorphosis,Red,0,0,2,0,0,0,0,0,0,Afflictions; Anger; Blessing; Dispel; myAfflictions,cards/1418-spellbreaker-165046.okf.md
1419,413308,Spellburn,spellburn,Action,Utility,Common,Infinitum,Blue,0,1,0,0,0,0,0,0,0,Bury; Conjure; HOLY,cards/1419-spellburn-413308.okf.md
1420,865776,Spellcoil,spellcoil,Action,Magic,Uncommon,Core,Blue,0,1,0,0,0,0,0,0,0,actionsPlayed; Chain; Flow; Inflict; Shocked,cards/1420-spellcoil-865776.okf.md
1421,120234,Spellcraft,spellcraft,Action,Magic,Common,Core,Blue,0,0,0,0,0,0,0,0,0,Conjure; Focus; Magic Action,cards/1421-spellcraft-120234.okf.md
1422,1198,Spellsnap,spellsnap,Enchantment,Utility,Legendary,Metaprogress,Blue,0,2,0,0,0,0,0,0,0,imprints; Magic Action,cards/1422-spellsnap-1198.okf.md
1423,678056,Spellstrike,spellstrike,Action,Melee,Uncommon,Core,Purple,0,0,0,0,0,0,0,1,0,Basic Attack; Blessing; Dispel; Make,cards/1423-spellstrike-678056.okf.md
1424,772109,Spicy Acid,spicy-acid,Ingredient,Utility,Common,Eclypse,Red,0,0,0,0,0,0,0,0,0,Garnish; Inflict; Lose; One Use; Poison; Potency; Sated,cards/1424-spicy-acid-772109.okf.md
1425,157951,Spin the Web,spin-the-web,Enchantment,Utility,Rare,Infinitum,Green,1,0,0,0,0,0,0,0,0,Charmed; Poison; Snares,cards/1425-spin-the-web-157951.okf.md
1426,69836,Spirit Arrow,spirit-arrow,Action,Ranged,Common,None,Aqua,0,0,0,0,0,0,0,0,0,Deals; Focus,cards/1426-spirit-arrow-69836.okf.md
1427,780353,Spirit Bond,spirit-bond,Enchantment,Divine,Legendary,Metamorphosis,Gold,0,0,0,3,0,0,0,0,0,Grounded; HEALTH; Reduce; Spirit Bond; Turn,cards/1427-spirit-bond-780353.okf.md
1428,415424,Spirit Duet,spirit-duet,Action,Utility,Uncommon,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Ancestral; Charges; Gains Souls; Perform; Performance; performanceStacks,cards/1428-spirit-duet-415424.okf.md
1429,723199,Spirit Vessel,spirit-vessel,Action,Utility,Legendary,Eclypse,Orange,0,0,0,0,0,0,2,0,0,Effigy; Heal; Maximum HEALTH; myMaxHealth/5; Requires,cards/1429-spirit-vessel-723199.okf.md
1430,256608,Spiritbomb,spiritbomb,Action,Magic,Common,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Maximum HEALTH; On Hit; Reaping,cards/1430-spiritbomb-256608.okf.md
1431,715016,Spiritual Warfare,spiritual-warfare,Action,Utility,Uncommon,Core,Aqua,0,0,0,0,0,2,0,0,0,Basic Attack; Make,cards/1431-spiritual-warfare-715016.okf.md
1432,148288,Split,split,Action,Utility,Uncommon,Metaprogress,Aqua,0,0,0,0,0,1,0,0,0,Charges; Clone; Summon,cards/1432-split-148288.okf.md
1433,22216,Spoils of War,spoils-of-war,Enchantment,Utility,Rare,Core,Green,1,0,0,0,0,0,0,0,0,Conjure; Item,cards/1433-spoils-of-war-22216.okf.md
1434,77316,Staff of Thunder,staff-of-thunder,Basic Attack,Magic,Rare,Core,Brown,0,0,0,0,2,0,0,0,0,Chain,cards/1434-staff-of-thunder-77316.okf.md
1435,186780,Staggering Blow,staggering-blow,Action,Utility,Uncommon,Core,Aqua,0,0,0,0,0,1,0,0,0,Balance; Basic Attack; Basic Attacks; Make,cards/1435-staggering-blow-186780.okf.md
1436,429672,Stance Dance,stance-dance,Action,Utility,Uncommon,Catalyst,Red,0,0,1,0,0,0,0,0,0,Enter; Stance,cards/1436-stance-dance-429672.okf.md
1437,61202,Stand Your Ground,stand-your-ground,Enchantment,Utility,Rare,Core,Red,0,0,2,0,0,0,0,0,0,Armor,cards/1437-stand-your-ground-61202.okf.md
1438,61742,Standoff,standoff,Action,Utility,Rare,Metamorphosis,Red,0,0,1,0,0,0,0,0,0,Armor; Impervious; Persistent; Unscathed,cards/1438-standoff-61742.okf.md
1439,407364,Stardart,stardart,Action,Ranged,Common,Infinitum,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue)Stardart; Can; Chance; On Hit; Revelation; Stardart,cards/1439-stardart-407364.okf.md
1440,998873,Starfall,starfall,Action,Utility,Common,Infinitum,Aqua,0,0,0,0,0,1,0,0,0,Channel; Conjure; Stardart; Turn,cards/1440-starfall-998873.okf.md
1441,921100,Starmap,starmap,Action,Utility,Rare,Infinitum,Aqua,0,0,0,0,0,1,0,0,0,Conjure; Foretold; Stardarts; tempValue+2,cards/1441-starmap-921100.okf.md
1442,571114,Stash of Weapons,stash-of-weapons,Item,Utility,Rare,Core,Brown,0,0,0,0,2,0,0,0,0,Basic Attacks; Conjure,cards/1442-stash-of-weapons-571114.okf.md
1443,93423,Steady Ground,steady-ground,Action,Utility,Common,Metamorphosis,Red,0,0,1,0,0,0,0,0,0,Armor; Critical Hit,cards/1443-steady-ground-93423.okf.md
1444,860024,Steady Stance,steady-stance,Form,Utility,Common,Catalyst,Red,0,0,0,0,0,0,0,0,0,Immunity; STR; Stunned,cards/1444-steady-stance-860024.okf.md
1445,267810,Steady Strike,steady-strike,Action,Utility,Uncommon,Core,Red,0,0,1,0,0,0,0,0,0,Basic Attack; Charges; Make,cards/1445-steady-strike-267810.okf.md
1446,900164,Steel Arrow,steel-arrow,Action,Ranged,Common,Core,Brown,0,0,0,0,0,0,0,0,0,,cards/1446-steel-arrow-900164.okf.md
1447,41848,Steel Evolution,steel-evolution,Action,Utility,Rare,Synthesis,Red,0,0,2,0,0,0,0,0,0,Adapt,cards/1447-steel-evolution-41848.okf.md
1448,24952,Steel Faith,steel-faith,Action,Utility,Uncommon,Synthesis,Purple,0,0,0,0,0,0,0,1,0,Blessings; Gain Armor; highestBlessings,cards/1448-steel-faith-24952.okf.md
1449,59008,Steel Golem,steel-golem,Equipment,Utility,Legendary,Eclypse,Brown,0,0,0,0,3,0,0,0,0,Activate; Durability; Reduce,cards/1449-steel-golem-59008.okf.md
1450,675540,Steel Longsword,steel-longsword,Basic Attack,Melee,Common,None,Brown,0,0,0,0,1,0,0,0,0,Armor,cards/1450-steel-longsword-675540.okf.md
1451,786683,Steel Soul,steel-soul,Action,Utility,Uncommon,Metaprogress,Aqua,0,0,0,0,0,1,0,0,0,Barrier; Basic Attack,cards/1451-steel-soul-786683.okf.md
1452,409787,Steel Strikes,steel-strikes,Action,Melee,Uncommon,Synthesis,Red,0,0,1,0,0,0,0,0,0,Adaptation; adaptations; Gain STR; On Hit,cards/1452-steel-strikes-409787.okf.md
1453,81532,Steel Titan,steel-titan,Action,Utility,Legendary,Synthesis,Purple,0,0,0,0,0,0,0,1,0,Armor; Combat; damageBonus+10; Gain Fortified; Upgradeable,cards/1453-steel-titan-81532.okf.md
1454,760714,Steelcharge,steelcharge,Action,Melee,Common,None,Red,0,0,1,0,0,0,0,0,0,Untempered,cards/1454-steelcharge-760714.okf.md
1455,598450,Steelskin Potion,steelskin-potion,Item,Utility,Uncommon,Core,Brown,0,0,0,0,0,0,0,0,0,Armor; One Use,cards/1455-steelskin-potion-598450.okf.md
1456,596727,Steelwall,steelwall,Action,Utility,Rare,Infinitum,Red,0,0,1,0,0,0,0,0,0,Add; Armor; Steelcharge,cards/1456-steelwall-596727.okf.md
1457,913582,Stimshot,stimshot,Action,Utility,Uncommon,Synthesis,Purple,0,0,0,0,0,0,0,1,0,Bolster; Charges; damageBonus+1; Gain Armor; Take; Upgradeable,cards/1457-stimshot-913582.okf.md
1458,687689,Stockpile,stockpile,Enchantment,Utility,Rare,Synthesis,Green,1,0,0,0,0,0,0,0,0,Bomb; damageBonus+2; Play; Starts; Upgradeable,cards/1458-stockpile-687689.okf.md
1459,501387,Stone Legends,stone-legends,Action,Utility,Rare,Core Extended,Red,0,0,1,0,0,0,0,0,0,Shuffle; Stone Blade; Untempered Monolith,cards/1459-stone-legends-501387.okf.md
1460,381785,Stone Nova,stone-nova,Action,Utility,Common,Eclypse,Red,0,0,1,0,0,0,0,0,0,Armor; Nova; novacards; Repeat,cards/1460-stone-nova-381785.okf.md
1461,180017,Stone Stance,stone-stance,Form,Utility,Common,Catalyst,Red,0,0,0,0,0,0,0,0,0,Armor; Bleeding; Immune,cards/1461-stone-stance-180017.okf.md
1462,737858,Stone Strength,stone-strength,Action,Utility,Common,Catalyst,Red,0,0,0,0,0,0,0,0,1,Anger; Return; Stance,cards/1462-stone-strength-737858.okf.md
1463,655864,Stoneshape,stoneshape,Action,Utility,Common,Catalyst,Red,0,0,1,0,0,0,0,0,0,Enter Stone; Gain Armor; other(status)Stagger; Stagger; Stance,cards/1463-stoneshape-655864.okf.md
1464,27813,Stoneskin,stoneskin,Action,Utility,Common,Catalyst,Orange,0,0,0,0,0,0,1,0,0,Charges; Resilience; Totems; totems,cards/1464-stoneskin-27813.okf.md
1465,969271,Stonewall,stonewall,Action,Utility,Common,Catalyst,Red,0,0,1,0,0,0,0,0,0,Armor; Increase; On Draw; tempValue,cards/1465-stonewall-969271.okf.md
1466,154361,Storm Arrow,storm-arrow,Action,Ranged,Uncommon,Core Extended,Purple,0,0,0,0,0,0,0,0,0,Cascade; Chain; Conjure; Storm Arrow,cards/1466-storm-arrow-154361.okf.md
1467,573731,Storm Nova,storm-nova,Action,Magic,Common,Eclypse,Purple,0,0,0,0,0,0,0,1,0,Chain; Nova; novacards; Repeat,cards/1467-storm-nova-573731.okf.md
1468,864847,Storm Shield,storm-shield,Action,Magic,Uncommon,Metaprogress,Purple,0,0,0,0,0,0,0,1,0,actionsPlayed; Chain; Flow; Gain Barrier,cards/1468-storm-shield-864847.okf.md
1469,119978,Stormaxe,stormaxe,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Cascade; Chain; Conjure; Zap,cards/1469-stormaxe-119978.okf.md
1470,178134,Stormbinders,stormbinders,Basic Attack,Magic,Common,None,Brown,0,0,0,0,1,0,0,0,0,Chain; Swap,cards/1470-stormbinders-178134.okf.md
1471,454539,Stormblade,stormblade,Basic Attack,Magic,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Add; Chain; Charged Blade,cards/1471-stormblade-454539.okf.md
1472,693658,Stormbolt,stormbolt,Action,Magic,Common,Core,Blue,0,1,0,0,0,0,0,0,0,Conjure; Continuity; Empower; Zap; Zap Chain,cards/1472-stormbolt-693658.okf.md
1473,702261,Stormbrand,stormbrand,Enchantment,Utility,Rare,Metamorphosis,Orange,0,0,0,0,0,0,2,0,0,Critical Hit; Lightning,cards/1473-stormbrand-702261.okf.md
1474,405226,Stormcast,stormcast,Action,Utility,Uncommon,Infinitum,Blue,0,1,0,0,0,0,0,0,0,Chain; damageBonus; Mergecraft; Upgradeable,cards/1474-stormcast-405226.okf.md
1475,31471,Stormshell,stormshell,Action,Utility,Rare,Core Extended,Purple,0,0,0,0,0,0,0,1,0,Barrier; Chain; Channel; When Stormshell,cards/1475-stormshell-31471.okf.md
1476,702388,Stormstrikes,stormstrikes,Action,Utility,Uncommon,Metaprogress,Orange,0,0,0,0,0,0,1,0,0,Basic Attack; Lightning Bolt,cards/1476-stormstrikes-702388.okf.md
1477,690677,Strange Vial,strange-vial,Item,Utility,Common,Synthesis,Brown,0,0,0,0,1,0,0,0,0,Conjure; One Use; Persistent; Potion; Untempered,cards/1477-strange-vial-690677.okf.md
1478,828767,Strike of Anguish,strike-of-anguish,Action,Melee,Uncommon,Infinitum,Orange,0,0,0,0,0,0,1,0,0,permaValue; Rebound,cards/1478-strike-of-anguish-828767.okf.md
1479,60272,Strike Vitals,strike-vitals,Action,Melee,Rare,Catalyst,Red,0,0,3,0,0,0,0,0,0,HEALTH; Lifedrain; Melee; On Hit,cards/1479-strike-vitals-60272.okf.md
1480,517194,Stroke of Misery,stroke-of-misery,Action,Utility,Common,Infinitum,Purple,0,0,0,0,0,0,0,1,0,Bane; Basic Attack; Inflict; Make,cards/1480-stroke-of-misery-517194.okf.md
1481,849906,Studied Strike,studied-strike,Action,Melee,Common,Synthesis,Aqua,0,0,0,0,0,1,0,0,0,Add; tempValue+3,cards/1481-studied-strike-849906.okf.md
1482,1727581,Stupor,stupor,Action,Utility,Uncommon,Synthesis,Blue,0,1,0,0,0,0,0,0,0,Discard Phase; Gain Focus; Skip; Sleep,cards/1482-stupor-1727581.okf.md
1483,771399,Stylus,stylus,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,2,0,0,0,0,Conjure; Mantra; On Hit,cards/1483-stylus-771399.okf.md
1484,903144,Substance Z,substance-z,Action,Utility,Uncommon,Core Extended,Green,1,0,0,0,0,0,0,0,0,Charges; Double,cards/1484-substance-z-903144.okf.md
1485,5446152,Succumb,succumb,Action,Corruption,Common,Eclypse,Purple,0,0,0,0,0,0,0,0,3,Defile; permaValue; Waning,cards/1485-succumb-5446152.okf.md
1486,922369,Sudden Oration,sudden-oration,Action,Utility,Uncommon,Catalyst,Green,1,0,0,0,0,0,0,0,0,Ambush; Gain HOLY; HOLY; Perform,cards/1486-sudden-oration-922369.okf.md
1487,581855,Sudden Strike,sudden-strike,Action,Utility,Uncommon,Core,Aqua,0,0,0,0,0,0,0,0,0,Basic Attack; Make; Play,cards/1487-sudden-strike-581855.okf.md
1488,489643,Sugarplum,sugarplum,Ingredient,Utility,Common,Core Extended,Red,0,0,0,0,0,0,0,0,0,Add; Garnish; Inflict Charmed; One Use; Potency; Prank,cards/1488-sugarplum-489643.okf.md
1489,510840,Sunbolt,sunbolt,Action,Divine,Common,Core Extended,Gold,0,0,0,1,0,0,0,0,0,Blessings; Increase,cards/1489-sunbolt-510840.okf.md
1490,215550,Sunder,sunder,Action,Utility,Common,Catalyst,Red,0,0,0,0,0,0,0,0,1,Basic Attack; Critical Hit; Return; Stance,cards/1490-sunder-215550.okf.md
1491,543552,Sunder Armor,sunder-armor,Action,Melee,Uncommon,Core,Red,0,0,2,0,0,0,0,0,0,Armor; other(status)Armor; Remove; Vulnerable,cards/1491-sunder-armor-543552.okf.md
1492,613853,Sungod's Armory,sungod-s-armory,Action,Divine,Legendary,Eclypse,Red,0,0,0,0,3,0,0,0,0,Basic Attacks; If HOLY,cards/1492-sungod-s-armory-613853.okf.md
1493,203561,Sunken Forge,sunken-forge,Location,Utility,Legendary,Eclypse,Green,1,0,0,0,2,0,0,0,0,Grounded; Persistent,cards/1493-sunken-forge-203561.okf.md
1494,508525,Sunlance,sunlance,Basic Attack,Divine,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Firecast; If HOLY; Virtue; Zeal,cards/1494-sunlance-508525.okf.md
1495,694945,Suntree Twig,suntree-twig,Basic Attack,Divine,Legendary,None,Brown,0,0,0,0,1,0,0,0,0,Demons; Grounded; Lifedrain; Undead,cards/1495-suntree-twig-694945.okf.md
1496,917541,Surge of Dexterity,surge-of-dexterity,Action,Utility,Common,Core,Green,0,0,0,0,0,0,0,0,0,Basic Attack; Conjure; Gain DEX,cards/1496-surge-of-dexterity-917541.okf.md
1497,384885,Surge of Intellect,surge-of-intellect,Action,Utility,Common,Core,Blue,0,0,0,0,0,0,0,0,0,Focus; Gain INT,cards/1497-surge-of-intellect-384885.okf.md
1498,322523,Surge of Strength,surge-of-strength,Action,Utility,Common,Core,Red,0,0,0,0,0,0,0,0,0,Gain STR; HEALTH,cards/1498-surge-of-strength-322523.okf.md
1499,66391,Surge of Unity,surge-of-unity,Action,Utility,Rare,Infinitum,Brown,0,0,0,0,2,0,0,0,0,Charges; Gain DEX; HOLY; INT STR,cards/1499-surge-of-unity-66391.okf.md
1500,960925,Surgestone,surgestone,Artifact,Utility,Common,Core Extended,Brown,0,0,0,0,1,0,0,0,0,damageBonus; Heavy; Momentum; Surge; Upgradeable,cards/1500-surgestone-960925.okf.md
1501,157350,Surveillance,surveillance,Action,Utility,Uncommon,Synthesis,Purple,0,0,0,0,0,0,0,1,0,Basic Attack; Equipment; Foretell; foretell+3; Take,cards/1501-surveillance-157350.okf.md
1502,135506,Suspicious Offer,suspicious-offer,Action,Utility,Legendary,Infinitum,Green,1,0,0,0,0,0,0,0,0,highestSnareUpgrade; Put; Snare; Upgrade,cards/1502-suspicious-offer-135506.okf.md
1503,15736,Sweeping Strikes,sweeping-strikes,Action,Melee,Common,Core,Red,0,0,1,0,0,0,0,0,0,Conjure; Frenzy; Melee Action,cards/1503-sweeping-strikes-15736.okf.md
1504,843866,Swift Strike,swift-strike,Action,Melee,Common,Catalyst,Red,0,0,0,0,0,0,0,0,0,Return; Stance,cards/1504-swift-strike-843866.okf.md
1505,211117,Swipe (Companion),swipe-companion,Action,Melee,Uncommon,Synthesis,Orange,0,0,0,0,1,0,0,0,0,Advantage; Attacks; companionlevel+4,cards/1505-swipe-companion-211117.okf.md
1506,183781,Symbiote,symbiote,Enchantment,Corruption,Rare,Synthesis,Blue,0,2,0,0,0,0,0,0,0,Lifedrain; Monster Actions; Psionic,cards/1506-symbiote-183781.okf.md
1507,177875,Symbol of Unity,symbol-of-unity,Action,Utility,Rare,Core Extended,Brown,0,0,0,0,0,0,0,0,0,,cards/1507-symbol-of-unity-177875.okf.md
1508,877662,Synaptic Storm,synaptic-storm,Action,Utility,Uncommon,Synthesis,Blue,0,3,0,0,0,0,0,0,0,Can; Chain; Upgraded,cards/1508-synaptic-storm-877662.okf.md
1509,385846,Tabu Ritual,tabu-ritual,Action,Utility,Legendary,Infinitum,Orange,0,0,0,0,0,0,0,0,2,Charges; Return,cards/1509-tabu-ritual-385846.okf.md
1510,129196,Tactical Retreat,tactical-retreat,Action,Utility,Common,Core,Green,1,0,0,0,0,0,0,0,0,Ambush; Arrows; Conjure; Evasion,cards/1510-tactical-retreat-129196.okf.md
1511,563714,Tails,tails,Item,Utility,Common,Catalyst,Brown,0,0,0,0,0,0,0,0,0,Gain HOLY; One Use,cards/1511-tails-563714.okf.md
1512,233838,Take Cover,take-cover,Action,Utility,Common,Core,Green,1,0,0,0,0,0,0,0,0,Ambush; Armor; Reset; Sinister,cards/1512-take-cover-233838.okf.md
1513,83140,Take the Hit,take-the-hit,Action,Utility,Uncommon,Infinitum,Red,0,0,1,0,0,0,0,0,0,Charges; Prevent; Stagger,cards/1513-take-the-hit-83140.okf.md
1514,933352,Taunt,taunt,Action,Utility,Uncommon,Infinitum,Green,1,0,0,0,0,0,0,0,0,Perform; Snares; Upgrade,cards/1514-taunt-933352.okf.md
1515,986493,Taurus' Rage,taurus-rage,Path,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Advance; After; Basic Attacks; INTDEX,cards/1515-taurus-rage-986493.okf.md
1516,734612,Taurus' Rage II,taurus-rage-ii,Path,Utility,Rare,None,Aqua,0,0,0,0,0,1,0,0,0,Advance; After; Anger; Basic Attacks; HEALTH,cards/1516-taurus-rage-ii-734612.okf.md
1517,800410,Taurus' Rage III,taurus-rage-iii,Path,Utility,Rare,None,Aqua,0,0,0,0,0,1,0,0,0,After; Basic Attacks; Mark; Tauros,cards/1517-taurus-rage-iii-800410.okf.md
1518,500838,Tectonic Fury,tectonic-fury,Action,Utility,Uncommon,Catalyst,Red,0,0,3,0,0,0,0,0,0,Anger; Enter Frenzied; On Draw; Stance; STR,cards/1518-tectonic-fury-500838.okf.md
1519,902120,Televan Compass,televan-compass,Equipment,Utility,Uncommon,Eclypse,Green,0,0,0,0,1,0,0,0,0,Activate; Durability; Foretell; foretell+3,cards/1519-televan-compass-902120.okf.md
1520,934442,Televan Insight,televan-insight,Action,Utility,Rare,Eclypse,Green,1,0,0,0,0,0,0,0,0,Foretell; foretell+3; mapsindeck; Tide; Treasure Map,cards/1520-televan-insight-934442.okf.md
1521,361676,Televan Rum,televan-rum,Item,Utility,Rare,Eclypse,Green,0,0,0,0,1,0,0,0,0,Delirious; HEALTH; One Use,cards/1521-televan-rum-361676.okf.md
1522,252863,Temperance,temperance,Action,Divine,Rare,Core,Gold,0,0,0,0,0,0,0,0,0,Armor,cards/1522-temperance-252863.okf.md
1523,295438,Tempered,tempered,Adaptation,Utility,Common,None,Orange,0,0,0,0,0,0,0,0,0,Execute; Upgrade,cards/1523-tempered-295438.okf.md
1524,56333,Tempered Soul,tempered-soul,Action,Utility,Uncommon,Core,Aqua,0,0,0,0,0,1,0,0,0,Scholar,cards/1524-tempered-soul-56333.okf.md
1525,707019,Tempered Steel,tempered-steel,Action,Utility,Uncommon,Metamorphosis,Red,0,0,1,0,0,0,0,0,0,Add; Anger; Fury; Gain Armor; my(status)Anger,cards/1525-tempered-steel-707019.okf.md
1526,469474,Tempest Blast,tempest-blast,Action,Divine,Common,Eclypse,Purple,0,0,0,0,0,0,0,1,0,Chain; Crushing,cards/1526-tempest-blast-469474.okf.md
1527,329045,Ten-Sided Strike,ten-sided-strike,Action,Melee,Uncommon,Eclypse,Green,1,0,0,0,0,0,0,0,0,Conjure; DEX; On Hit,cards/1527-ten-sided-strike-329045.okf.md
1528,731313,Tenderize,tenderize,Enchantment,Utility,Rare,Eclypse,Red,0,0,1,0,0,0,0,0,0,Crushing Blow; Imbue; Ingredient; Ingredients,cards/1528-tenderize-731313.okf.md
1529,574237,Terminate,terminate,Revelation,Utility,Legendary,Core Extended,Aqua,0,0,0,0,0,0,0,0,0,Consumes; Focus; Remove,cards/1529-terminate-574237.okf.md
1530,873247,Test of Faith,test-of-faith,Action,Divine,Common,Eclypse,Red,0,0,0,0,0,0,0,0,0,allEnergy; HOLY; Oathbound; Take,cards/1530-test-of-faith-873247.okf.md
1531,370469,Test Subject,test-subject,Action,Utility,Uncommon,Eclypse,Blue,0,1,0,0,0,0,0,0,0,damageBonus+1; Inflict; Upgradeable,cards/1531-test-subject-370469.okf.md
1532,621336,Thaumaturgy,thaumaturgy,Enchantment,Utility,Legendary,Metamorphosis,Blue,0,1,0,0,0,0,0,0,2,Corrupted; Increase; Magic; Magic Action; magicActionsPlayed,cards/1532-thaumaturgy-621336.okf.md
1533,615389,The Dawnbringer,the-dawnbringer,Summon,Divine,Legendary,None,Gold,0,0,0,3,0,0,0,0,0,Dawnbringer,cards/1533-the-dawnbringer-615389.okf.md
1534,203800,The Hunger,the-hunger,Action,Melee,Legendary,Eclypse,Purple,0,0,0,0,0,0,0,2,0,Defiled; Destroy; On Hit; Upgrade,cards/1534-the-hunger-203800.okf.md
1535,320653,The Journey,the-journey,Action,Utility,Legendary,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Choose; Path; paths; Scholar,cards/1535-the-journey-320653.okf.md
1536,946033,Thick Skin,thick-skin,Action,Utility,Common,Eclypse,Red,0,0,1,0,0,0,0,0,0,Armor; Cooking; Sated,cards/1536-thick-skin-946033.okf.md
1537,724121,Thinktank,thinktank,Action,Utility,Rare,Synthesis,Blue,0,1,0,0,0,0,0,0,0,allEnergy; Spend,cards/1537-thinktank-724121.okf.md
1538,73990,Thorned Pin,thorned-pin,Action,Utility,Common,Core,Orange,0,0,0,0,0,0,0,0,0,Impervious; Maximum HEALTH; otherMaxHealth/20; Persistent; Steal; They,cards/1538-thorned-pin-73990.okf.md
1539,527544,Thoughtcast,thoughtcast,Action,Utility,Uncommon,Synthesis,Blue,0,1,0,0,0,0,0,0,0,Add Psionic,cards/1539-thoughtcast-527544.okf.md
1540,563096,Thousand Cuts,thousand-cuts,Action,Melee,Common,Core,Green,1,0,0,0,0,0,0,0,0,DEX,cards/1540-thousand-cuts-563096.okf.md
1541,489856,Thrill of the Find,thrill-of-the-find,Enchantment,Utility,Rare,Synthesis,Green,1,0,0,0,0,0,0,0,0,DEX,cards/1541-thrill-of-the-find-489856.okf.md
1542,578497,Throw Technique,throw-technique,Action,Utility,Rare,Infinitum,Red,0,0,1,0,0,0,0,0,0,Attacks; Basic; Melee Actions; Melee Basic; One Use; Permanently; Ranged Actions,cards/1542-throw-technique-578497.okf.md
1543,308576,Throwing Knife,throwing-knife,Basic Attack,Ranged,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Conjured; Free; Hits; Perform; tempValue,cards/1543-throwing-knife-308576.okf.md
1544,953175,Thunderclap,thunderclap,Action,Magic,Uncommon,Metamorphosis,Orange,0,0,0,0,0,0,1,0,0,Cascade; Chain; Critical Hit,cards/1544-thunderclap-953175.okf.md
1545,965825,Thundergod's Fury,thundergod-s-fury,Enchantment,Utility,Uncommon,Metamorphosis,Orange,0,0,0,0,0,0,1,0,0,Anger; Critical Hit,cards/1545-thundergod-s-fury-965825.okf.md
1546,47827,Tidal Shift,tidal-shift,Action,Utility,Uncommon,Catalyst,Aqua,0,0,0,0,0,1,0,0,0,Change; Channel; Clone; Tide,cards/1546-tidal-shift-47827.okf.md
1547,430505,Tidalweave,tidalweave,Action,Utility,Rare,Catalyst,Aqua,0,0,0,0,0,2,0,0,0,Basic Attacks; Clone; clones; Clones; Summon,cards/1547-tidalweave-430505.okf.md
